address,latitude,longitude,Subway_count,School_count,Park_count,Metro_count,Bus_count,Supermarket_count,Bank_count,Parking_count,Cinema_count,Mall_count,Restaurant_count,Gym_count,Boutique_count,Museum_count,Arts_count,Theatre_count
"222 E  81st St   #RES2, New York, NY 10028",40.7749,-73.9554,24,13,0,4,89,17,32,7,1,0,227,0,1,1,1,1
"515 E  85th St #6D, New York, NY 10028",40.775177,-73.94686,15,10,0,2,58,12,19,5,1,0,178,0,1,0,1,1
"241 W  97th St   #8M, New York, NY 10025",40.7959,-73.9715,21,12,4,5,72,16,19,7,0,0,116,0,0,0,1,0
"263 W  93rd St, New York, NY 10025",40.793274,-73.97392,24,13,4,5,69,12,19,8,1,0,115,0,0,0,1,0
"105-15 66th Rd UNIT 5A, Forest Hills, NY 11375",40.729485,-73.848785,10,0,0,2,71,5,12,14,0,0,48,0,0,0,0,0
"67-71 Yellowstone Blvd #1T, Forest Hills, NY 11375",40.72681,-73.84831,10,0,0,3,68,6,21,15,1,0,59,0,0,0,0,0
"11045 71st Rd #2J, Flushing, NY 11375",40.72232,-73.83974,9,2,0,3,46,4,16,15,1,0,57,0,0,0,0,0
"105-15 66th Rd   #4D, Forest Hills, NY 11375",40.7296,-73.8492,10,0,0,2,71,5,11,12,0,0,43,0,0,0,0,0
"225 Adams St #15H, Brooklyn, NY 11201",40.697094,-73.9879,53,14,1,11,55,13,20,2,1,0,74,0,0,4,4,2
"2475 W  16th St #19D, Brooklyn, NY 11214",40.586525,-73.984245,7,1,0,3,37,0,0,2,0,0,5,0,0,0,0,0
"464 Neptune Ave #23C, Brooklyn, NY 11224",40.579803,-73.970795,20,2,0,5,57,4,5,2,0,0,22,0,0,0,0,0
"6801 Shore Rd #1R, Brooklyn, NY 11220",40.639297,-74.0353,0,0,0,0,26,0,0,0,0,0,16,0,0,0,0,0
"4022 8th Ave #4A, Brooklyn, NY 11232",40.646454,-73.998566,10,3,1,2,39,7,1,0,0,0,41,0,0,0,0,0
"181 73rd St #457, Brooklyn, NY 11209",40.633728,-74.03056,6,0,0,2,53,1,2,0,1,0,40,0,0,0,1,0
"4380 Vireo Avenue UNIT 3-J, Bronx, NY 10470",40.90084,-73.86238,5,6,2,4,21,5,3,0,0,0,5,0,0,0,0,0
"3000 Valentine Ave #2B, Bronx, NY 10458",40.872402,-73.885216,16,5,1,6,53,3,2,0,0,0,2,0,0,0,0,0
"1725 Purdy St #2B, Bronx, NY 10462",40.84057,-73.85886,4,4,6,2,68,5,2,0,0,0,6,0,0,0,0,0
"34 Alden Park #34, Bronx, NY 10465",40.821953,-73.807274,0,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0
"525 W  236th St #6A, Bronx, NY 10463",40.886635,-73.90815,13,4,5,3,15,2,4,0,0,0,14,0,0,0,0,0
"1 Central Park S  #1513, New York, NY 10019",40.7645,-73.9745,121,11,0,16,100,7,59,15,2,1,207,0,0,2,1,9
"1 Central Park S  #401, New York, NY 10019",40.7645,-73.9745,121,11,0,16,100,7,59,15,2,1,207,0,0,2,1,9
"62-36 59th Drive UNIT B1, Maspeth, NY 11378",40.717896,-73.90076,0,1,0,0,75,4,3,0,0,0,32,0,0,0,0,0
"60-36 71 St, Flushing, NY 11378",40.722294,-73.88839,0,1,0,0,55,5,6,1,0,0,19,0,0,0,0,0
"52-54 65th Pl #1J, Queens, NY 11378",40.732014,-73.90032,0,2,0,0,44,4,4,1,0,0,29,0,0,0,0,0
"336 Burns St, Forest Hills Gardens, NY 11375",40.714306,-73.83662,12,5,0,4,47,6,18,8,2,0,47,0,0,0,0,0
"20 Continental Ave #4P, Forest Hills Gardens, NY 11375",40.718704,-73.84548,11,2,0,3,65,6,16,12,1,0,62,0,0,0,0,0
"112-01 Queens Blvd #17A, Forest Hills, NY 11375",40.7188,-73.8366,16,2,0,4,41,4,15,9,1,0,49,0,0,0,0,0
"68-45 Selfridge St, Forest Hills, NY 11375",40.71247,-73.856346,0,3,0,0,48,4,3,2,0,0,20,0,0,0,0,0
"163-08 Crocheron Avenue, Flushing, NY 11358",40.76239,-73.80229,0,1,0,1,48,1,1,0,0,0,10,0,0,0,0,0
"168-05 Depot Rd, Flushing, NY 11358",40.761566,-73.79787,0,0,0,2,53,1,2,0,0,0,7,0,0,0,0,0
"4521 168th St, Flushing, NY 11358",40.75525,-73.79874,0,0,0,1,62,0,1,0,0,0,3,0,0,0,0,0
"4333 163rd St, Flushing, NY 11358",40.757694,-73.803116,0,2,0,1,63,1,1,0,0,0,7,0,0,0,0,0
"43-39 159th Street, Flushing, NY 11358",40.757774,-73.806885,0,3,0,2,70,2,1,0,0,0,17,0,0,0,0,0
"35-40 165th Street, Flushing, NY 11358",40.76413,-73.80093,0,1,0,2,43,1,1,0,0,0,12,0,0,0,0,0
"45-05 161st, Flushing, NY 11358",40.75623,-73.805214,0,3,0,1,65,2,1,0,0,0,11,0,0,0,0,0
"29-28 166th St, Flushing, NY 11358",40.77007,-73.799164,0,1,0,1,30,0,0,0,0,0,5,0,0,0,0,0
"35-04 160th St, Flushing, NY 11358",40.76538,-73.80547,0,1,0,2,41,1,1,0,0,0,15,0,0,0,0,0
"29-32 166th Street, Flushing, NY 11358",40.770004,-73.799034,0,1,0,1,32,0,0,0,0,0,5,0,0,0,0,0
"43-29 165th Street, Flushing, NY 11358",40.757603,-73.80123,0,1,0,1,62,1,1,0,0,0,7,0,0,0,0,0
"42-36 161st Street, Flushing, NY 11358",40.759415,-73.80534,0,3,0,2,65,2,1,0,0,0,17,0,0,0,0,0
"41-40 170th Street, Flushing, NY 11358",40.75888,-73.796936,0,0,0,2,55,0,1,0,0,0,3,0,0,0,0,0
"36-31 170th Street UNIT 13, Queens, NY 11358",40.761898,-73.79584,0,0,0,2,55,0,2,0,0,0,5,0,0,0,0,0
"4556 171st Pl, Flushing, NY 11358",40.75406,-73.7957,0,0,0,2,58,0,1,0,0,0,4,0,0,0,0,0
"45-56 171st Place, Flushing, NY 11358",40.75406,-73.7957,0,0,0,2,58,0,1,0,0,0,4,0,0,0,0,0
"392 Central Park W  #1C, New York, NY 10025",40.794712,-73.96539,19,10,4,5,74,14,17,5,0,0,116,0,0,0,1,0
"210 Riverside Dr, New York, NY 10025",40.794174,-73.97603,18,10,4,4,55,11,18,7,1,0,103,0,0,0,1,0
"120-45 164 St, Jamaica, NY 11434",40.68009,-73.77921,0,1,3,0,37,1,0,0,0,0,6,0,0,0,0,0
"825 W  End Ave #9-F, New York, NY 10025",40.798172,-73.97158,18,9,3,5,66,16,21,5,0,0,119,0,0,0,1,0
"392 Central Park W  #2P, New York, NY 10025",40.794712,-73.96539,19,10,4,5,74,14,17,5,0,0,116,0,0,0,1,0
"780 W End Avenue UNIT PH-B, New York, NY 10025",40.796253,-73.97207,21,11,4,5,70,15,19,7,0,0,115,0,0,0,1,0
"222 Riverside Dr #3C, New York, NY 10025",40.795006,-73.975945,17,10,4,3,48,12,16,7,1,0,95,0,0,0,1,0
"212 W  93rd St   #7B, New York, NY 10025",40.792255,-73.972664,24,12,4,5,72,12,19,8,1,0,118,0,0,0,1,0
"224 Freeborn St, Staten Island, NY 10306",40.573936,-74.09275,0,1,0,0,8,0,0,0,0,0,3,0,0,0,0,0
"4223 212th St #2C, Flushing, NY 11361",40.761818,-73.77174,0,1,0,1,45,1,2,0,0,0,14,0,0,0,0,0
"2500 Johnson Ave #5J, Bronx, NY 10463",40.876762,-73.91773,8,4,3,4,8,1,1,2,0,1,5,0,0,0,0,0
"120 Riverside Blvd #16D, New York, NY 10069",40.776333,-73.98915,13,16,2,2,61,9,14,13,3,0,67,0,0,2,0,11
"200 Riverside Blvd #24B, New York, NY 10069",40.77899,-73.987656,16,13,2,3,55,8,12,11,3,0,69,0,0,2,0,11
"120 Riverside Blvd #12T, New York, NY 10069",40.776333,-73.98915,13,16,2,2,61,9,14,13,3,0,67,0,0,2,0,11
"80 Riverside Blvd #4X, New York, NY 10069",40.77505,-73.989944,17,16,3,2,59,8,16,12,3,1,67,0,0,1,0,12
"80 Riverside Blvd #4Y, New York, NY 10069",40.77505,-73.989944,17,16,3,2,59,8,16,12,3,1,67,0,0,1,0,12
"120 Riverside Blvd #6E, New York, NY 10069",40.776333,-73.98915,13,16,2,2,61,9,14,13,3,0,67,0,0,2,0,11
"100 Riverside Blvd #10C, New york, NY 10069",40.775703,-73.98948,14,16,2,2,62,8,14,13,3,1,66,0,0,1,0,11
"100 Riverside Blvd #11P, New York, NY 10069",40.775703,-73.98948,14,16,2,2,62,8,14,13,3,1,66,0,0,1,0,11
"115 E  87th St #33E, New York, NY 10128",40.7808,-73.9556,28,19,0,5,89,15,24,9,1,0,192,0,1,0,1,1
"1070 Park Ave #2D, New York, NY 10128",40.78148,-73.95684,28,18,0,5,75,13,23,8,1,0,176,0,1,0,1,1
"5425 Valles Avenue UNIT S2P, Bronx, NY 10471",40.902058,-73.900055,0,4,2,0,19,3,2,4,0,0,3,0,0,0,0,1
"3777 Independence Ave #4A, Bronx, NY 10463",40.889107,-73.91374,0,4,3,0,5,1,3,1,0,0,12,0,0,0,0,0
"4525 Henry Hudson Parkway UNIT B905, Bronx, NY 10471",40.89179,-73.90797,7,6,3,2,6,1,3,1,0,0,13,0,0,0,0,1
"2743 Holland Ave  #1, Bronx, NY 10467",40.86703,-73.86564,4,10,3,2,32,1,0,0,0,0,9,0,0,0,0,0
"2743 Holland Ave  #2, Bronx, NY 10467",40.86703,-73.86564,4,10,3,2,32,1,0,0,0,0,9,0,0,0,0,0
"1610 Metropolitan Avenue UNIT 5H, Bronx, NY 10462",40.83861,-73.85652,5,4,4,3,59,4,2,0,0,0,12,0,0,0,0,0
"200 Central Park S  #8A, New York, NY 10019",40.766678,-73.97974,95,13,2,12,98,5,40,16,5,1,224,0,0,2,1,19
"217 W  57th St #65N, New York, NY 10019",40.766163,-73.98113,95,12,2,12,98,5,41,17,5,1,251,0,0,2,1,19
"217 W  57th St #35F, New York, NY 10019",40.766163,-73.98113,95,12,2,12,98,5,41,17,5,1,251,0,0,2,1,19
"217 W  57th St #61N, New York, NY 10019",40.766163,-73.98113,95,12,2,12,98,5,41,17,5,1,251,0,0,2,1,19
"146 W  57th St #48D, New York, NY 10019",40.76467,-73.97947,94,9,1,13,97,5,56,16,2,1,264,0,0,2,1,13
"200 Central Park S  #35A, New York, NY 10019",40.766678,-73.97974,95,13,2,12,98,5,40,16,5,1,224,0,0,2,1,19
"825 W  End Ave #13-A, New York, NY 10025",40.798172,-73.97158,18,9,3,5,66,16,21,5,0,0,119,0,0,0,1,0
"5 W  107th St #1D, New York, NY 10025",40.79902,-73.959984,25,11,1,8,90,13,19,2,0,0,114,0,0,1,0,0
"244 Riverside Dr #4A, New York, NY 10025",40.796253,-73.97411,19,11,4,4,57,16,17,7,0,0,110,0,0,0,1,0
"220 Manhattan Ave #1P, New York, NY 10025",40.800697,-73.95916,28,14,1,8,91,14,19,2,0,0,114,0,0,1,0,1
"301 W  53rd St #23C, New York, NY 10019",40.764507,-73.98513,97,13,2,12,102,9,45,19,4,1,307,0,0,1,2,25
"310 W  52nd St #28H, New York, NY 10019",40.76376,-73.98599,108,12,2,14,107,8,48,19,4,1,319,0,0,1,2,25
"180 Stonegate Dr, Staten Island, NY 10304",40.603416,-74.08911,0,1,0,0,21,3,2,0,0,0,0,0,0,0,0,0
"2256 E  60th Pl, Brooklyn, NY 11234",40.610947,-73.91121,0,0,1,0,41,1,0,0,0,0,1,0,0,0,0,0
"4106 Avenue T, Brooklyn, NY 11234",40.610416,-73.92547,0,1,2,0,44,2,0,0,0,0,2,0,0,0,0,0
"3293 Lucerne Street, Bronx, NY 10465",40.843063,-73.81774,0,1,1,0,13,0,0,0,0,0,1,0,0,0,0,0
"19B Edgewater Park Park #19B, Bronx, NY 10465",40.823418,-73.8115,0,4,2,0,20,0,0,0,0,0,0,0,0,0,0,0
"540 Ellsworth Avenue UNIT E2, Bronx, NY 10465",40.825867,-73.81467,0,4,2,0,14,0,0,0,0,0,0,0,0,0,0,0
"1490 Outlook Ave #2R, Bronx, NY 10465",40.845207,-73.815506,0,1,1,0,11,0,0,0,0,0,1,0,0,0,0,0
"639 Logan Ave, Bronx, NY 10465",40.82614,-73.81957,0,8,3,0,19,0,0,0,0,0,0,0,0,0,0,0
"41-52 63rd St   #3A, Woodside, NY 11377",40.742805,-73.902245,15,2,0,5,59,7,4,0,0,0,39,0,0,0,0,1
"31 Hylan Blvd #4B, Staten Island, NY 10305",40.615185,-74.06464,4,0,0,1,9,0,1,0,0,0,1,0,0,0,0,0
"211 E  53rd St #8A, New York, NY 10022",40.757584,-73.96854,65,7,1,10,94,11,58,9,1,0,187,0,0,2,0,0
"400 E  52nd St #15D, New York, NY 10022",40.754807,-73.96473,38,5,2,4,72,10,36,11,0,0,119,0,0,0,0,0
"400 E  51st St #4F, New York, NY 10022",40.754055,-73.96578,44,5,2,7,74,9,38,14,0,0,123,0,0,0,0,0
"721 5th Ave  #40B, New York, NY 10022",40.7623,-73.9739,118,10,0,15,107,8,66,12,2,0,235,0,0,2,1,10
"401 E  60th St #9A, New York, NY 10022",40.760338,-73.96104,42,10,2,8,100,12,32,4,0,0,116,0,0,2,0,1
"310 W  55th St #1EF, Manhattan, NY 10019",40.76556,-73.98441,93,13,2,12,96,9,38,19,5,1,285,0,0,1,2,24
"555 W  59th St #8F, New York, NY 10019",40.771656,-73.98959,27,17,3,3,74,6,18,14,3,1,111,0,0,1,2,10
"203 E  72nd St #5-A, Manhattan, NY 10021",40.76968,-73.96004,31,16,0,5,100,13,28,6,0,0,184,0,1,2,0,2
"147-43 Village Road UNIT 38A, Jamaica, NY 11435",40.71719,-73.81251,0,0,0,0,49,2,5,0,0,0,4,0,0,0,0,0
"166-25 Powells Cove Blvd #4C, Whitestone, NY 11357",40.794216,-73.79675,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0
"12-33 Estates Lane 2nd fl, Bayside, NY 11360",40.787727,-73.78682,0,3,1,0,24,0,0,0,0,0,1,0,0,0,0,0
"2 Bay Club Drive UNIT 8A, Flushing, NY 11360",40.77841,-73.781044,0,2,1,0,21,0,0,0,1,0,0,0,0,0,0,0
"2 Bay Club Drive UNIT 12E, Flushing, NY 11360",40.77841,-73.781044,0,2,1,0,21,0,0,0,1,0,0,0,0,0,0,0
"2 Bay Club Dr #15G, Flushing, NY 11360",40.77841,-73.781044,0,2,1,0,21,0,0,0,1,0,0,0,0,0,0,0
"1 Bay Club Drive UNIT 16F, Flushing, NY 11360",40.778133,-73.781525,0,2,1,0,24,0,0,0,1,0,0,0,0,0,0,0
"12-33 Estates Lane UNIT 1765, Bayside, NY 11360",40.787727,-73.78682,0,3,1,0,24,0,0,0,0,0,1,0,0,0,0,0
"445 W  240th St #4E, Bronx, NY 10463",40.8886,-73.904076,7,4,5,2,12,2,4,0,0,0,14,0,0,0,0,1
"2 Tudor City Pl #4AS, New York, NY 10017",40.748295,-73.97164,40,4,0,6,74,9,43,20,1,0,164,0,0,2,1,1
"100 United Nations Plz #20E, New York, NY 10017",40.753227,-73.96778,44,6,2,6,74,10,46,15,0,0,147,0,0,1,0,0
"210 Central Park S  #7A, Manhattan, NY 10019",40.766964,-73.98001,92,19,2,12,99,5,38,16,5,1,224,0,0,2,1,19
"333 E  82nd St   #6A, New York, NY 10028",40.774925,-73.95217,24,14,0,4,84,17,32,7,1,0,225,0,1,0,2,1
"2 E  55th St #803, New York, NY 10022",40.76137,-73.97464,118,7,0,17,107,9,74,18,2,0,254,0,0,3,1,10
"635 W  42nd St #39D, New York, NY 10036",40.76154,-73.99914,14,5,1,2,55,5,7,4,2,0,141,0,0,0,5,10
"21-30 45th Rd   #2, Long Island City, NY 11101",40.7463,-73.9467,38,1,0,10,72,11,6,3,0,0,60,0,0,1,3,2
"31 Ada Dr, Staten Island, NY 10314",40.619568,-74.1551,0,0,0,0,8,3,1,0,0,0,14,0,0,0,0,0
"555 W  22nd St   #4AE, New York, NY 10011",40.74821,-74.00689,22,5,2,4,32,7,12,2,0,1,107,0,0,3,1,7
"101 W  24th St #3E, New York, NY 10011",40.744007,-73.9924,154,16,1,24,97,16,61,12,3,0,337,0,0,7,1,10
"37 W  12th St #2B, New York, NY 10011",40.73561,-73.99559,110,18,4,22,93,19,43,8,4,0,394,0,0,7,3,16
"151 W  17th St #1H, New York, NY 10011",40.740726,-73.99749,114,15,3,20,87,17,42,8,3,1,308,0,0,9,2,7
"405 W  23rd St #19A, New York, NY 10011",40.747147,-74.0012,82,9,2,12,64,12,29,8,1,1,184,0,0,7,2,8
"270 W  17th St #20A, New York, NY 10011",40.741436,-74.00104,80,15,3,15,69,14,30,6,1,1,247,0,0,7,2,7
"500 W  21st St #4D, New York, NY 10011",40.74624,-74.00562,37,7,2,5,43,9,13,3,0,1,132,0,0,6,1,7
"116 W  22nd St #1, New York, NY 10011",40.742397,-73.994255,136,16,1,23,89,16,57,10,3,1,335,0,0,9,1,9
"526 Union Ave  #303, Brooklyn, NY 11211",40.716343,-73.951675,22,13,0,5,77,11,6,0,2,0,176,0,0,2,2,3
"18434 S  Conduit Ave, Jamaica, NY 11413",40.66562,-73.75966,0,3,1,1,47,0,0,0,0,0,1,0,0,0,0,0
"23-02 23rd Ave, Astoria, NY 11105",40.77772,-73.9181,8,2,0,2,40,5,6,1,0,0,48,0,0,0,0,0
"57-21 224 Street, Oakland Gardens, NY 11364",40.752277,-73.75448,0,0,1,0,25,0,0,0,0,0,1,0,0,0,0,1
"158-36 100th Street, Howard Beach, NY 11414",40.660686,-73.8338,5,3,0,4,38,0,1,0,0,0,2,0,0,0,0,0
"64-08 70th Street, Middle Village, NY 11379",40.71587,-73.88521,2,1,0,1,54,0,3,0,0,0,9,0,0,0,0,0
"66-20 Wetherole Street UNIT 1G, Rego Park, NY 11374",40.725258,-73.85664,10,0,0,2,83,5,12,13,0,0,57,0,0,0,0,0
"79-10 214th Street, Oakland Gardens, NY 11364",40.735283,-73.75804,0,0,0,0,14,1,0,0,0,0,2,0,0,0,0,0
"33-11 150th St, Flushing, NY 11354",40.768528,-73.815186,0,1,0,1,54,2,2,0,0,0,15,0,0,0,0,0
"1716 79th St, Brooklyn, NY 11214",40.612106,-74.000465,17,3,0,4,45,6,12,0,0,0,43,0,1,0,1,0
"408 W  57th St #4D, New York, NY 10019",40.76795,-73.98662,67,20,2,9,93,8,29,22,4,1,226,0,0,1,2,19
"322 W  57th St #54P, New York, NY 10019",40.766968,-73.98399,84,20,2,12,93,9,33,19,5,1,241,0,0,1,2,20
"340 W  57th St #14A, New York, NY 10019",40.767174,-73.98508,81,20,2,10,93,9,33,21,5,1,244,0,0,1,2,20
"111 W  57th St #43, New York, NY 10019",40.764774,-73.97785,108,8,0,16,99,6,58,17,2,1,240,0,0,3,1,11
"111 W  57th St #12S, New York, NY 10019",40.764774,-73.97785,108,8,0,16,99,6,58,17,2,1,240,0,0,3,1,11
"217 W  57th St #126, New York, NY 10019",40.766163,-73.98113,95,12,2,12,98,5,41,17,5,1,251,0,0,2,1,19
"111 W  57th St #25, New York, NY 10019",40.764774,-73.97785,108,8,0,16,99,6,58,17,2,1,240,0,0,3,1,11
"111 W  57th St #57, New York, NY 10019",40.764774,-73.97785,108,8,0,16,99,6,58,17,2,1,240,0,0,3,1,11
"111 W  57th St #36, New York, NY 10019",40.764774,-73.97785,108,8,0,16,99,6,58,17,2,1,240,0,0,3,1,11
"111 W  57th St #70, New York, NY 10019",40.764774,-73.97785,108,8,0,16,99,6,58,17,2,1,240,0,0,3,1,11
"111 W  57th St #14N, New York, NY 10019",40.764774,-73.97785,108,8,0,16,99,6,58,17,2,1,240,0,0,3,1,11
"217 W  57th St #97E, New York, NY 10019",40.766163,-73.98113,95,12,2,12,98,5,41,17,5,1,251,0,0,2,1,19
"217 W  57th St #46C, New York, NY 10019",40.766163,-73.98113,95,12,2,12,98,5,41,17,5,1,251,0,0,2,1,19
"111 W  57th St #72, New York, NY 10019",40.764774,-73.97785,108,8,0,16,99,6,58,17,2,1,240,0,0,3,1,11
"1411 Royce St   #3, Brooklyn, NY 11234",40.624557,-73.91168,0,0,0,0,35,1,0,2,0,0,4,0,0,0,0,0
"7273 Royce Pl, Brooklyn, NY 11234",40.62546,-73.909615,0,0,0,0,29,1,0,2,0,0,4,0,0,0,0,0
"2032 E  63rd St, Brooklyn, NY 11234",40.616776,-73.91444,0,0,1,0,43,2,0,0,0,0,3,0,0,0,0,0
"449 Mayfair Dr S, Brooklyn, NY 11234",40.607346,-73.90793,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"4902 Avenue L, Brooklyn, NY 11234",40.62326,-73.92821,0,1,1,0,36,1,0,0,0,0,7,0,0,0,0,0
"1025 5th Ave #11EN, New York, NY 10028",40.779617,-73.96093,26,12,0,5,62,9,21,6,1,0,155,0,1,1,1,1
"535 E  86th St #B, New York, NY 10028",40.775425,-73.94554,16,9,0,3,58,11,19,6,1,0,158,0,1,0,1,1
"415 E  85th St #6B, New York, NY 10028",40.775993,-73.94881,24,14,0,4,68,14,20,6,1,0,193,0,1,0,2,1
"214 E  84th St   #4C, New York, NY 10028",40.777,-73.9543,26,21,0,4,86,17,30,9,1,0,232,0,1,1,2,1
"115 Central Park W  #15H, New York, NY 10023",40.776066,-73.976685,29,12,1,7,85,7,16,6,3,1,85,0,0,5,0,10
"345 W  70th St #5C, New York, NY 10023",40.779316,-73.98687,18,12,2,4,63,8,14,10,3,0,74,0,0,2,0,11
"41 W  72nd St #10D, New York, NY 10023",40.777386,-73.97798,24,14,1,5,85,6,18,8,3,0,93,0,0,5,0,10
"30 Lincoln Plz  #12U, New York, NY 10023",40.7708,-73.9816,59,18,3,8,92,9,31,19,4,1,167,0,0,2,1,16
"212 W  72nd St   #11L, New York, NY 10023",40.778633,-73.98245,22,15,1,5,80,8,19,12,4,0,92,0,0,5,0,11
"1 W  67th St #506, New York, NY 10023",40.773354,-73.97879,44,16,2,6,90,10,23,14,3,1,112,0,0,3,1,15
"109-46 113th Street, South Ozone Park, NY 11420",40.67958,-73.826706,11,3,0,3,69,2,2,0,0,0,3,0,0,0,0,0
"130-06 122nd Place, Jamaica, NY 11420",40.673313,-73.81638,0,2,1,0,39,1,1,0,0,0,6,0,0,0,0,0
"133-41 115th Street, South Ozone Park, NY 11420",40.671783,-73.82408,6,2,0,2,27,1,0,0,0,0,5,0,0,0,0,0
"82130 Country Pointe Cir, Jamaica, NY 11427",40.733948,-73.733925,0,0,0,0,27,1,1,0,0,0,1,0,0,0,0,0
"46-26 215th Pl UNIT 1D, Queens, NY 11361",40.757984,-73.76601,0,0,1,1,42,1,2,0,0,0,14,0,0,0,0,1
"112-50 78th Ave #3N, Queens, NY 11375",40.715588,-73.83112,10,5,0,3,38,5,5,7,1,0,33,0,0,0,0,0
"35-45 79th Street UNIT 2-I, Jackson Heights, NY 11372",40.750446,-73.88715,21,4,0,6,89,18,8,2,0,0,94,0,0,0,0,3
"68-20 Selfridge Street UNIT 6M, Forest Hills, NY 11375",40.71339,-73.85686,0,3,0,0,54,4,3,2,0,0,20,0,0,0,0,0
"34-41 85th Street UNIT 5H, Queens, NY 11372",40.75351,-73.88202,6,2,0,2,84,14,8,2,0,0,78,0,0,0,0,2
"8115 Queens Blvd #4E, Flushing, NY 11373",40.73779,-73.8828,10,3,0,2,64,7,7,3,0,0,54,0,0,0,0,0
"133 Beach 59th St #102A, Far Rockaway, NY 11692",40.589916,-73.788956,10,2,0,2,20,1,1,0,0,0,1,0,0,0,0,0
"6915 Almeda Ave, Arverne, NY 11692",40.59664,-73.79914,9,0,1,2,16,1,1,0,0,0,1,0,0,0,0,0
"52-54 65th Place UNIT 2L, Maspeth, NY 11378",40.732014,-73.90032,0,2,0,0,44,4,4,1,0,0,29,0,0,0,0,0
"9D Queens Ave, Queens, NY 11003",40.70752,-73.81846,11,4,0,3,59,2,5,5,1,0,18,0,0,0,0,0
"27010 Grand Central Parkway UNIT 32D, Floral Park, NY 11005",40.75678,-73.71421,0,2,0,0,18,0,0,0,1,0,1,0,0,0,0,0
"81 Evans St, Staten Island, NY 10314",40.586826,-74.15041,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"136 Hylan Blvd, Staten Island, NY 10305",40.613373,-74.06691,2,0,0,1,12,0,1,0,0,0,1,0,0,0,0,0
"50 Stonegate Dr, Staten Island, NY 10304",40.603416,-74.08911,0,1,0,0,21,3,2,0,0,0,0,0,0,0,0,0
"379 McClean Ave, Staten Island, NY 10305",40.596066,-74.07326,0,0,0,0,26,2,4,0,0,0,2,0,0,0,0,0
"36 Greeley Ave, Staten Island, NY 10306",40.579605,-74.112854,0,0,1,3,20,0,2,0,0,0,13,0,0,0,0,0
"95 Kenmore St, Staten Island, NY 10312",40.56054,-74.1795,0,0,0,0,9,0,1,0,0,0,2,0,0,0,0,0
"38 Deborah Loop, Staten Island, NY 10312",40.5524,-74.185555,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0
"145 Lincoln Ave #4U, Staten Island, NY 10306",40.57907,-74.1079,0,0,0,3,17,0,2,0,0,0,16,0,0,0,0,0
"87-19 75th Street, Jamaica, NY 11421",40.690117,-73.8659,9,2,0,4,23,2,4,0,0,0,16,0,0,0,0,0
"7423 88th Rd, Jamaica, NY 11421",40.688778,-73.866585,9,2,0,4,28,2,2,0,0,0,14,0,0,0,0,0
"9222 77th St, Jamaica, NY 11421",40.68482,-73.86344,13,2,1,6,38,2,2,0,0,0,14,0,0,0,0,0
"8530 91st St, Woodhaven, NY 11421",40.69572,-73.8547,7,2,2,3,43,2,5,0,0,0,27,0,0,0,0,0
"235 E  73rd St #7D, New York, NY 10021",40.76994,-73.95836,24,16,0,4,93,13,28,5,0,0,186,0,1,2,0,2
"225 E  76th St #3D, New York, NY 10021",40.772,-73.95734,28,19,0,5,101,12,36,8,1,0,188,0,1,1,0,2
"6 E  74th St, New York, NY 10021",40.773308,-73.96555,22,11,0,5,71,7,21,4,0,0,126,0,1,2,0,0
"520 E  72nd St #12D, New York, NY 10021",40.765976,-73.95283,9,8,0,3,86,11,21,5,0,0,110,0,0,0,0,2
"190 E  72nd St   #24AB, New York, NY 10021",40.7695,-73.9613,32,15,0,6,100,13,30,6,0,0,167,0,1,3,0,2
"820 Park Ave, New York, NY 10021",40.773373,-73.96256,27,18,0,4,82,10,30,7,1,0,170,0,1,1,0,1
"125 E  69th St   #1, New York, NY 10021",40.76887,-73.96395,40,13,0,7,101,11,34,2,0,0,156,0,1,3,0,1
"163 E  73rd St, New York, NY 10021",40.771053,-73.961,24,19,0,4,93,13,29,6,0,0,189,0,1,2,0,2
"765 Park Ave  #6A, New York, NY 10021",40.7711,-73.9632,26,15,0,5,91,11,27,6,0,0,160,0,1,3,0,1
"812 Park Ave  #B, New York, NY 10021",40.7731,-73.963,29,18,0,5,81,10,29,7,0,0,160,0,1,2,0,1
"733 Park Ave #9, New York, NY 10021",40.770336,-73.964165,38,13,0,7,90,11,29,3,0,0,155,0,1,3,0,0
"165 E  72nd St   #17A, New York, NY 10021",40.770008,-73.96082,32,16,0,5,98,13,28,6,0,0,184,0,1,2,0,2
"33 E  70th St #3D, New York, NY 10021",40.770638,-73.965805,41,12,0,7,79,9,28,3,0,0,132,0,1,3,0,0
"420 E  72nd St #20C, New York, NY 10021",40.767216,-73.955345,24,14,0,5,91,14,23,6,0,0,141,0,1,0,0,2
"330 E  38th St #41M, New York, NY 10016",40.746418,-73.97337,37,5,0,6,75,12,41,22,1,0,191,0,0,2,1,3
"400 Park Ave  S  #28B, New York, NY 10016",40.7433,-73.9847,88,14,1,14,106,18,56,16,2,0,344,0,0,7,1,7
